job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
4156,4930,,,unknown,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,17:08:00,,,,,0,derivative,,,14-02-2021
4157,5426,43,319,clientlite,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,16:14:00,22-02-2021 00:00,16:32:00,22-02-2021 00:00,17:50:00,24.452938,cash,357.84644,14,22-02-2021
4158,2659,436,518,android,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,08:48:00,21-02-2021 00:00,08:55:00,21-02-2021 00:00,10:12:00,35.35259,cash,483.53442,15,21-02-2021
4159,4260,403,90,android,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,18:55:00,16-02-2021 00:00,19:25:00,16-02-2021 00:00,19:57:00,17.665834,cash,144.98715,15,16-02-2021
4160,1549,26,356,unknown,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,16:03:00,,,,,0,derivative,0,14,16-02-2021
4161,4274,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,20:43:00,,,,,0,cash,,,25-02-2021
4162,126,221,420,iphone,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,07:21:00,01-02-2021 00:00,07:26:00,01-02-2021 00:00,08:34:00,30.67988,Visa,519.1151,15,01-02-2021
4163,3913,348,446,unknown,FALSE,PRESCHEDULING,completed,21-02-2021 00:00,06:43:00,21-02-2021 00:00,06:55:00,21-02-2021 00:00,07:42:00,22.67696,derivative,0,15,21-02-2021
4164,5924,290,57,android,FALSE,MICROSCHEDULING,rider_canceled,07-02-2021 00:00,18:25:00,,,,,0,cash,2174.6038,14,07-02-2021
4165,3713,349,13,clientlite,FALSE,MICROSCHEDULING,rider_canceled,07-02-2021 00:00,17:49:00,,,,,0,cash,519.67957,15,07-02-2021
4166,4840,473,160,android,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,16:36:00,21-02-2021 00:00,17:02:00,21-02-2021 00:00,18:09:00,17.959059,cash,177.18051,14,21-02-2021
4167,2640,279,236,android,FALSE,MICROSCHEDULING,rider_canceled,22-02-2021 00:00,15:34:00,,,,,0,cash,0,14,22-02-2021
4168,4059,236,301,android,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,16:00:00,01-02-2021 00:00,16:16:00,01-02-2021 00:00,17:53:00,32.85024,cash,656.53265,15,01-02-2021
4169,2429,330,165,iphone,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,09:31:00,03-02-2021 00:00,09:35:00,03-02-2021 00:00,09:52:00,6.0130444,cash,250.03908,15,03-02-2021
4170,4315,221,420,android,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,06:53:00,24-02-2021 00:00,07:00:00,,,0.000125646,cash,2323.3884,15,24-02-2021
4171,2648,,,clientlite,FALSE,PRESCHEDULING,unfulfilled,21-02-2021 00:00,08:02:00,,,,,0,cash,944.6277,,21-02-2021
4172,3575,509,313,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,17:03:00,25-02-2021 00:00,17:03:00,25-02-2021 00:00,18:26:00,43.62139,cash,148.02328,14,25-02-2021
4173,4590,316,290,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,06:37:00,04-02-2021 00:00,06:41:00,04-02-2021 00:00,07:15:00,12.604835,cash,0,15,04-02-2021
4174,3654,327,480,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:20:00,09-02-2021 00:00,08:23:00,09-02-2021 00:00,09:20:00,13.993839,cash,0,15,09-02-2021
4175,5316,108,340,clientlite,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,09:28:00,,,,,0,cash,0,15,10-02-2021
4176,151,435,317,clientlite,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,16:13:00,16-02-2021 00:00,16:31:00,16-02-2021 00:00,17:42:00,12.916437,cash,0,15,16-02-2021
4177,5318,55,402,unknown,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,15:59:00,04-02-2021 00:00,16:13:00,04-02-2021 00:00,16:41:00,7.926502,derivative,0,23,04-02-2021
4178,5311,226,258,iphone,FALSE,MICROSCHEDULING,completed,11-02-2021 00:00,15:33:00,11-02-2021 00:00,15:58:00,11-02-2021 00:00,16:27:00,13.817808,cash,884.20544,15,11-02-2021
4179,4988,54,244,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,07:19:00,11-02-2021 00:00,07:20:00,11-02-2021 00:00,08:06:00,19.746355,cash,440.6084,14,11-02-2021
4180,5545,315,330,iphone,FALSE,PRESCHEDULING,completed,16-02-2021 00:00,06:41:00,16-02-2021 00:00,06:41:00,16-02-2021 00:00,07:44:00,22.715942,cash,1150.6232,15,16-02-2021
4181,5681,24,306,android,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,07:04:00,,,,,0,MasterCard,85.96848,15,02-02-2021
4182,4804,482,73,android,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,07:55:00,22-02-2021 00:00,08:18:00,22-02-2021 00:00,09:19:00,22.191565,cash,284.7985,14,22-02-2021
4183,1912,134,267,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,17:32:00,23-02-2021 00:00,17:36:00,23-02-2021 00:00,18:35:00,12.0674515,cash,277.19092,15,23-02-2021
4184,2629,148,468,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,18:20:00,09-02-2021 00:00,18:33:00,09-02-2021 00:00,19:53:00,12.880641,cash,0,14,09-02-2021
4185,1111,355,92,iphone,FALSE,PRESCHEDULING,completed,21-02-2021 00:00,17:28:00,21-02-2021 00:00,17:31:00,21-02-2021 00:00,19:00:00,35.536674,stored_value,175.59727,14,21-02-2021
4186,95,215,248,iphone,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,07:58:00,14-02-2021 00:00,08:04:00,14-02-2021 00:00,09:02:00,21.04905,cash,0,15,14-02-2021
4187,2757,,,iphone,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,19:01:00,,,,,0,cash,,,28-02-2021
4188,1165,424,513,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,17:34:00,18-02-2021 00:00,17:41:00,18-02-2021 00:00,18:42:00,21.835455,cash,451.34436,15,18-02-2021
4189,3011,475,503,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,17:48:00,09-02-2021 00:00,17:50:00,09-02-2021 00:00,19:15:00,31.54716,cash,0,14,09-02-2021
4190,3154,182,464,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,08:13:00,03-02-2021 00:00,08:17:00,03-02-2021 00:00,08:47:00,6.1109886,cash,308.80936,15,03-02-2021
4191,3860,340,180,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,17:27:00,03-02-2021 00:00,18:03:00,03-02-2021 00:00,19:23:00,18.368132,cash,348.70642,15,03-02-2021
4192,419,385,287,clientlite,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,10:20:00,15-02-2021 00:00,10:25:00,15-02-2021 00:00,11:27:00,16.730917,cash,159.47412,14,15-02-2021
4193,3016,465,525,android,FALSE,MICROSCHEDULING,completed,07-02-2021 00:00,17:51:00,07-02-2021 00:00,18:09:00,07-02-2021 00:00,19:06:00,14.621729,cash,116.87465,15,07-02-2021
4194,4611,424,513,clientlite,TRUE,MICROSCHEDULING,completed,07-02-2021 00:00,16:56:00,07-02-2021 00:00,17:31:00,07-02-2021 00:00,18:46:00,23.885721,cash,0,15,07-02-2021
4195,38,332,497,iphone,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:16:00,10-02-2021 00:00,08:20:00,10-02-2021 00:00,09:02:00,11.965132,cash,535.8556,15,10-02-2021
4196,3724,248,22,android,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,08:44:00,10-02-2021 00:00,08:45:00,10-02-2021 00:00,09:03:00,5.372606,cash,0,15,10-02-2021
4197,337,347,169,clientlite,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,06:51:00,,,,,0,cash,0,14,14-02-2021
4198,5207,456,347,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,09:01:00,01-02-2021 00:00,09:04:00,01-02-2021 00:00,09:56:00,18.529339,cash,1381.7903,14,01-02-2021
4199,1191,315,330,android,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,17:59:00,01-02-2021 00:00,18:26:00,01-02-2021 00:00,19:38:00,38.96612,cash,428.72897,15,01-02-2021
4200,3189,274,194,android,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,17:52:00,07-02-2021 00:00,18:13:00,07-02-2021 00:00,18:31:00,8.116555,cash,0,15,07-02-2021
4201,1329,122,198,clientlite,TRUE,MICROSCHEDULING,completed,14-02-2021 00:00,08:01:00,14-02-2021 00:00,08:18:00,14-02-2021 00:00,09:15:00,25.16542,cash,0,15,14-02-2021
4202,1710,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,20:00:00,,,,,0,MasterCard,,,06-02-2021
4203,5383,151,223,iphone,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,16:30:00,17-02-2021 00:00,16:26:00,17-02-2021 00:00,17:07:00,10.904817,Visa,708.88934,15,17-02-2021
4204,1535,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,12:41:00,,,,,0,cash,,,22-02-2021
4205,835,,,android,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,16:50:00,,,,,0,cash,,,24-02-2021
4206,1381,246,123,clientlite,TRUE,MICROSCHEDULING,completed,09-02-2021 00:00,17:38:00,09-02-2021 00:00,18:08:00,09-02-2021 00:00,19:04:00,16.81152,cash,297.24686,15,09-02-2021
4207,366,195,80,clientlite,FALSE,MICROSCHEDULING,completed,22-02-2021 00:00,08:28:00,22-02-2021 00:00,08:32:00,22-02-2021 00:00,09:34:00,29.709192,stored_value,85.13583,14,22-02-2021
4208,3061,194,197,android,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,16:07:00,01-02-2021 00:00,16:08:00,01-02-2021 00:00,17:59:00,32.24058,cash,0,15,01-02-2021
4209,3366,332,497,iphone,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,16:25:00,11-02-2021 00:00,16:25:00,11-02-2021 00:00,17:30:00,15.151485,cash,118.149574,15,11-02-2021
4210,595,263,436,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,18:36:00,25-02-2021 00:00,18:32:00,25-02-2021 00:00,19:58:00,29.212376,cash,175.88315,14,25-02-2021
4211,14,,,unknown,FALSE,PRESCHEDULING,unfulfilled,07-02-2021 00:00,07:05:00,,,,,0,derivative,0,,07-02-2021
4212,3450,473,160,android,FALSE,PRESCHEDULING,rider_canceled,18-02-2021 00:00,16:52:00,,,,,0,cash,193.00378,14,18-02-2021
4213,3188,153,312,clientlite,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,06:14:00,24-02-2021 00:00,06:18:00,24-02-2021 00:00,06:45:00,13.055986,cash,201.899,15,24-02-2021
4214,3482,486,115,clientlite,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,07:33:00,07-02-2021 00:00,07:29:00,07-02-2021 00:00,08:32:00,33.30097,cash,0,14,07-02-2021
4215,4873,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,01:12:00,,,,,0,cash,,,22-02-2021
4216,225,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,10-02-2021 00:00,17:26:00,,,,,0,cash,,,10-02-2021
4217,3421,469,404,iphone,FALSE,MICROSCHEDULING,completed,16-02-2021 00:00,08:12:00,16-02-2021 00:00,08:39:00,16-02-2021 00:00,09:25:00,14.077988,stored_value,1504.6171,14,16-02-2021
4218,504,22,201,clientlite,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,15:45:00,24-02-2021 00:00,15:47:00,24-02-2021 00:00,16:16:00,16.74938,cash,305.51318,15,24-02-2021
4219,1633,59,529,clientlite,FALSE,MICROSCHEDULING,completed,17-02-2021 00:00,08:26:00,17-02-2021 00:00,08:46:00,17-02-2021 00:00,09:39:00,28.310535,cash,185.45323,14,17-02-2021
4220,3992,419,434,iphone,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,17:27:00,03-02-2021 00:00,17:27:00,03-02-2021 00:00,18:58:00,14.263511,cash,135.11003,14,03-02-2021
4221,5885,228,33,unknown,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,15:54:00,,,,,0,derivative,0,14,15-02-2021
4222,3384,110,327,clientlite,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,08:35:00,02-02-2021 00:00,08:36:00,02-02-2021 00:00,08:58:00,6.2055054,cash,1006.02545,15,02-02-2021
4223,1971,182,464,android,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,07:21:00,,,,,0,cash,1101.9675,15,16-02-2021
4224,2827,321,41,clientlite,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,17:03:00,01-02-2021 00:00,17:13:00,01-02-2021 00:00,17:42:00,12.522424,cash,1219.4949,14,01-02-2021
4225,1105,,,iphone,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,16:46:00,,,,,0,Visa,,,27-02-2021
4226,1789,480,83,clientlite,TRUE,MICROSCHEDULING,completed,17-02-2021 00:00,08:26:00,17-02-2021 00:00,09:11:00,17-02-2021 00:00,09:47:00,24.246286,cash,130.1704,15,17-02-2021
4227,5790,317,93,iphone,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,18:14:00,14-02-2021 00:00,18:14:00,14-02-2021 00:00,19:57:00,22.9096,MasterCard,260.50516,14,14-02-2021
4228,3395,,,android,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,15:08:00,,,,,0,cash,,,23-02-2021
4229,5629,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,21:08:00,,,,,0,cash,,,01-02-2021
4230,4712,83,407,android,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,17:23:00,24-02-2021 00:00,17:27:00,24-02-2021 00:00,18:23:00,11.404675,cash,0,15,24-02-2021
4231,3115,394,82,iphone,FALSE,PRESCHEDULING,driver_canceled,09-02-2021 00:00,16:19:00,,,,,0,MasterCard,1573.6525,15,09-02-2021
4232,1544,199,105,android,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,16:34:00,14-02-2021 00:00,16:35:00,14-02-2021 00:00,17:55:00,23.07378,cash,422.65915,15,14-02-2021
4233,2891,89,379,android,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,08:49:00,24-02-2021 00:00,08:46:00,24-02-2021 00:00,09:26:00,10.975252,cash,630.6482,15,24-02-2021
4234,4302,433,23,iphone,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,10:16:00,01-02-2021 00:00,10:16:00,01-02-2021 00:00,11:02:00,9.9675,cash,377.90472,15,01-02-2021
4235,572,333,219,android,FALSE,MICROSCHEDULING,completed,08-02-2021 00:00,08:00:00,08-02-2021 00:00,08:22:00,08-02-2021 00:00,10:08:00,39.22668,MasterCard,188.23671,14,08-02-2021
4236,4082,27,289,android,FALSE,MICROSCHEDULING,rider_canceled,03-02-2021 00:00,08:27:00,03-02-2021 00:00,09:00:00,,,1.5092763,cash,264.7178,15,03-02-2021
4237,3802,,,android,FALSE,PRESCHEDULING,rider_canceled,09-02-2021 00:00,21:16:00,,,,,0,cash,,,09-02-2021
4238,1155,9,361,clientlite,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,06:31:00,03-02-2021 00:00,06:38:00,03-02-2021 00:00,07:23:00,23.58997,cash,296.77072,15,03-02-2021
4239,4958,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,13-02-2021 00:00,20:42:00,,,,,0,cash,,,13-02-2021
4240,496,8,384,clientlite,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,14:36:00,,,,,0,MasterCard,637.2542,15,10-02-2021
4241,3602,428,113,android,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,17:35:00,28-02-2021 00:00,17:42:00,28-02-2021 00:00,18:56:00,11.230676,cash,916.1804,15,28-02-2021
4242,5723,450,103,clientlite,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,08:25:00,,,,,0,cash,37.68752,14,08-02-2021
4243,2573,449,292,iphone,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,06:57:00,07-02-2021 00:00,07:02:00,07-02-2021 00:00,08:13:00,27.336895,cash,0,15,07-02-2021
4244,4005,437,74,android,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,10:12:00,03-02-2021 00:00,10:13:00,03-02-2021 00:00,11:10:00,12.937464,cash,0,15,03-02-2021
4245,5267,,,iphone,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,23:08:00,,,,,0,cash,,,01-02-2021
4246,3773,167,130,android,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,17:02:00,25-02-2021 00:00,17:36:00,25-02-2021 00:00,18:31:00,12.754165,cash,726.40894,15,25-02-2021
4247,4038,450,103,iphone,FALSE,MICROSCHEDULING,rider_canceled,23-02-2021 00:00,16:08:00,,,,,0,Visa,1394.2145,14,23-02-2021
4248,1734,408,28,iphone,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,07:04:00,02-02-2021 00:00,07:04:00,02-02-2021 00:00,08:03:00,25.407633,cash,0,15,02-02-2021
4249,3482,486,115,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,16:08:00,03-02-2021 00:00,16:08:00,03-02-2021 00:00,17:30:00,32.11996,cash,0,14,03-02-2021
4250,4852,507,274,android,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,08:02:00,02-02-2021 00:00,08:05:00,02-02-2021 00:00,09:13:00,25.603075,cash,0,15,02-02-2021
4251,2643,290,57,clientlite,FALSE,MICROSCHEDULING,rider_canceled,23-02-2021 00:00,08:08:00,,,,,0,cash,161.45853,14,23-02-2021
4252,4745,22,201,android,FALSE,MICROSCHEDULING,rider_canceled,07-02-2021 00:00,15:35:00,,,,,0,cash,354.9166,15,07-02-2021
4253,586,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,13:26:00,,,,,0,cash,,,25-02-2021
4254,5645,429,459,android,FALSE,MICROSCHEDULING,driver_canceled,15-02-2021 00:00,16:33:00,,,,,0,cash,511.78708,15,15-02-2021
4255,4524,441,154,clientlite,FALSE,PRESCHEDULING,driver_canceled,14-02-2021 00:00,17:46:00,,,,,0,cash,186.90723,15,14-02-2021
4256,2987,76,94,clientlite,TRUE,MICROSCHEDULING,completed,28-02-2021 00:00,16:17:00,28-02-2021 00:00,16:50:00,28-02-2021 00:00,17:24:00,12.748302,cash,362.54813,15,28-02-2021
4257,5557,349,13,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,15:45:00,10-02-2021 00:00,15:46:00,10-02-2021 00:00,16:14:00,17.25577,cash,58.200596,15,10-02-2021
4258,772,504,341,clientlite,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,06:39:00,22-02-2021 00:00,06:38:00,22-02-2021 00:00,07:59:00,37.51018,cash,0,14,22-02-2021
4259,2390,373,129,android,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,09:18:00,15-02-2021 00:00,09:20:00,15-02-2021 00:00,09:47:00,8.773252,cash,0,15,15-02-2021
4260,2549,134,267,android,FALSE,MICROSCHEDULING,rider_canceled,25-02-2021 00:00,17:09:00,,,,,0,cash,76.51297,15,25-02-2021
4261,1464,443,391,android,FALSE,PRESCHEDULING,driver_canceled,09-02-2021 00:00,07:54:00,,,,,0,cash,0,15,09-02-2021
4262,4084,183,49,android,FALSE,MICROSCHEDULING,rider_canceled,11-02-2021 00:00,18:06:00,,,,,0,cash,0,14,11-02-2021
4263,2038,79,358,android,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,07:13:00,21-02-2021 00:00,07:42:00,21-02-2021 00:00,08:12:00,10.460036,cash,522.35425,15,21-02-2021
4264,3994,300,309,iphone,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,17:46:00,10-02-2021 00:00,17:41:00,10-02-2021 00:00,18:22:00,11.098712,stored_value,175.00722,14,10-02-2021
4265,5513,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,23:08:00,,,,,0,cash,,,28-02-2021
4266,51,436,270,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,08:54:00,15-02-2021 00:00,09:09:00,15-02-2021 00:00,10:18:00,33.299698,cash,129.70177,14,15-02-2021
4267,5819,,,android,FALSE,PRESCHEDULING,rider_canceled,13-02-2021 00:00,10:52:00,,,,,0,cash,,,13-02-2021
4268,5848,,,iphone,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,18:36:00,,,,,0,cash,,,24-02-2021
4269,3761,,,iphone,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,21:46:00,,,,,0,Visa,,,07-02-2021
4270,3140,115,376,iphone,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,16:38:00,09-02-2021 00:00,16:38:00,09-02-2021 00:00,18:05:00,27.37054,cash,0,15,09-02-2021
4271,4850,373,129,clientlite,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,07:13:00,,,,,0,cash,789.5819,15,07-02-2021
4272,5315,441,154,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,09:03:00,15-02-2021 00:00,09:08:00,15-02-2021 00:00,09:38:00,17.168467,MasterCard,94.00953,15,15-02-2021
4273,352,453,339,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,07:34:00,17-02-2021 00:00,07:38:00,17-02-2021 00:00,08:26:00,19.515854,cash,103.54441,15,17-02-2021
4274,2785,231,357,iphone,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,17:03:00,02-02-2021 00:00,17:03:00,02-02-2021 00:00,19:16:00,21.900877,cash,0,15,02-02-2021
4275,4093,384,493,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,16:09:00,23-02-2021 00:00,16:11:00,23-02-2021 00:00,18:13:00,33.426613,cash,422.63876,15,23-02-2021
4276,715,373,129,android,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,09:32:00,28-02-2021 00:00,09:32:00,28-02-2021 00:00,10:22:00,14.78054,cash,0,15,28-02-2021
4277,5161,26,356,unknown,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,16:03:00,23-02-2021 00:00,16:07:00,23-02-2021 00:00,16:51:00,9.015844,derivative,0,14,23-02-2021
4278,5787,437,74,clientlite,TRUE,MICROSCHEDULING,completed,24-02-2021 00:00,08:02:00,24-02-2021 00:00,08:22:00,24-02-2021 00:00,09:08:00,13.700418,cash,123.70299,15,24-02-2021
4279,5700,12,120,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,18:39:00,01-02-2021 00:00,19:05:00,01-02-2021 00:00,19:57:00,19.320854,cash,411.12436,14,01-02-2021
4280,1435,,,android,FALSE,PRESCHEDULING,unfulfilled,22-02-2021 00:00,07:07:00,,,,,0,MasterCard,198.77391,,22-02-2021
4281,5550,,,android,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,01:18:00,,,,,0,MasterCard,,,27-02-2021
4282,1319,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,04:09:00,,,,,0,cash,,,24-02-2021
4283,3468,104,505,android,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,07:10:00,14-02-2021 00:00,07:12:00,14-02-2021 00:00,07:42:00,11.520173,cash,0,14,14-02-2021
4284,5428,510,262,android,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,16:08:00,03-02-2021 00:00,16:09:00,03-02-2021 00:00,17:02:00,11.330986,cash,251.72635,15,03-02-2021
4285,4819,283,38,iphone,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,17:32:00,15-02-2021 00:00,17:52:00,15-02-2021 00:00,19:06:00,21.097591,MasterCard,1097.0657,15,15-02-2021
4286,2052,227,433,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:30:00,09-02-2021 00:00,08:31:00,09-02-2021 00:00,09:49:00,19.027264,cash,371.92294,15,09-02-2021
4287,2182,103,243,iphone,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,16:09:00,24-02-2021 00:00,16:11:00,24-02-2021 00:00,17:26:00,50.511982,cash,59.976406,15,24-02-2021
4288,4278,227,433,android,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,08:38:00,07-02-2021 00:00,08:47:00,07-02-2021 00:00,09:53:00,19.756783,MasterCard,0,15,07-02-2021
4289,5467,238,511,android,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,17:33:00,24-02-2021 00:00,17:35:00,24-02-2021 00:00,18:41:00,9.5159645,cash,928.1477,15,24-02-2021
4290,5101,,,iphone,FALSE,PRESCHEDULING,rider_canceled,09-02-2021 00:00,01:02:00,,,,,0,stored_value,,,08-02-2021
4291,1146,296,320,clientlite,FALSE,PRESCHEDULING,completed,16-02-2021 00:00,19:20:00,16-02-2021 00:00,19:18:00,16-02-2021 00:00,19:51:00,16.797384,cash,263.1742,15,16-02-2021
4292,2720,483,124,iphone,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,08:22:00,18-02-2021 00:00,08:22:00,18-02-2021 00:00,09:12:00,17.318562,stored_value,382.20975,15,18-02-2021
4293,5377,175,104,iphone,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,08:50:00,23-02-2021 00:00,08:56:00,23-02-2021 00:00,09:59:00,35.20818,cash,259.31448,15,23-02-2021
4294,590,5,137,clientlite,TRUE,MICROSCHEDULING,completed,09-02-2021 00:00,17:28:00,09-02-2021 00:00,18:04:00,09-02-2021 00:00,19:13:00,21.829258,cash,919.6106,15,09-02-2021
4295,5336,,,iphone,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,01:04:00,,,,,0,cash,,,21-02-2021
4296,3950,269,32,android,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,18:20:00,17-02-2021 00:00,18:32:00,17-02-2021 00:00,19:28:00,11.579317,cash,518.55133,15,17-02-2021
4297,1363,247,108,iphone,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,13:38:00,28-02-2021 00:00,13:43:00,28-02-2021 00:00,13:44:00,0.2461884,cash,0,15,28-02-2021
4298,2445,487,218,iphone,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,17:28:00,16-02-2021 00:00,17:22:00,16-02-2021 00:00,18:26:00,28.147213,cash,0,15,16-02-2021
4299,2375,160,259,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:22:00,10-02-2021 00:00,08:21:00,10-02-2021 00:00,09:29:00,33.818306,cash,558.68585,15,10-02-2021
4300,4307,153,312,clientlite,FALSE,MICROSCHEDULING,completed,08-02-2021 00:00,09:18:00,08-02-2021 00:00,10:00:00,08-02-2021 00:00,10:54:00,23.53319,cash,1999.105,15,08-02-2021
4301,5894,240,70,iphone,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,18:10:00,,,,,0,Visa,125.9867,15,07-02-2021
4302,5378,7,206,android,FALSE,MICROSCHEDULING,completed,23-02-2021 00:00,16:47:00,23-02-2021 00:00,17:38:00,23-02-2021 00:00,18:32:00,17.573633,cash,174.9376,15,23-02-2021
4303,346,499,393,android,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,17:28:00,11-02-2021 00:00,17:31:00,11-02-2021 00:00,18:08:00,21.853268,cash,354.2019,15,11-02-2021
